Items,Type,Status,Project Type,Project #,Governance Framework,Project WO #s,Project Manager,PM Region,Project Status,Budget Type,Program,CY Actuals,CY Rem Fcst,Remaining Contingency,CY Tot EAC,CY Tot Fcst 3+9 Baseline,CY Tot EAC vs 3+9 Base Value,CY Tot EAC vs 3+9 Base Indicator,CY Budget Year Amount,CY Budget Adjustment,CY Bud incl Adj,CY Variance with Adjustments Value,CY Variance with Adjustments Indicator,Variance Explanation AFE vs CY Budget,Full or Phase 1 AFE,Phase 2 AFE,Supplemental AFE Amount,Total Approved AFE,AFE Stage,Total Requested AFE,Inception to Date Actuals,Project Rem Fcst,Project EAC,Supplemental AFE Required? Value,Supplemental AFE Required? Indicator,Cash Flow Start (Fcst),Full or Phase 1 AFE Approved Date,Full or Phase 1 AFE Approved Date P/D,Baseline Operational Date,Operational Date,AFE Past Due Days Value,AFE Past Due Days Indicator,CY 01 Jan Act,CY 02 Feb Act,CY 02 Feb Fcst,CY 02 Feb Fcst (asOf Cut-off),CY 02 Feb Var Value,CY 02 Feb Var Indicator,IT - Accruals,Monthly Variance Explanation,CY 03 Mar Fcst,CY 04 Apr Fcst,CY 05 May Fcst,CY 06 Jun Fcst,CY 07 Jul Fcst,CY 08 Aug Fcst,CY 09 Sep Fcst,CY 10 Oct Fcst,CY 11 Nov Fcst,CY 12 Dec Fcst,Remaining Contingency2,Project Status Notes,Project Status Notes Updated On,Financial Forecast Notes,PCA,PM Designate,PMO-Region,PMO-Division,Financial Reporting Category 2022,Financial Reporting Category 2022 Override,PMO-Asset Team,PMO-Location Business Unit,Parent Project Number,CY Q1 EAC,CY Q2 EAC,CY Q3 EAC,CY Q4 EAC,CY-1 Tot Act,CY+1 Tot Fcst,Program Manager,Project Sponsor,WS Drawdown Class,JV SubProgram,IT Count,OPPM Project Item ID,RCAP Financial Model,Created By,Parent / Child Value,Parent / Child Indicator,Creation Date,Maintenance Reporting Categories
Woodhaven VRU Vacuum Pump Replacement,Item,Open,MCAP,BETWS00M2203,Maintenance Framework,1954878,"Schumacher, Chelsea",HSSE,6. Operational,Drawdown,Vapor Management,2520,,,2520,2520,0,Green,,,,2520,,,59000,,,59000,Full,59000,62491,,62491,No,Green,3/1/2022,3/17/2022,3/17/2022,3/24/2022,3/24/2022,,,0,2520,,,2520,Red,0,,,,,,,,,,,,,"2/3/23 - Waiting on final invoices (AS)


1/5/23 - Waiting on final invoices (AS)

12/2/22 - Waiting on final invoice from John Zink (AS)

11/2/22 - Waiting on final invoice from John Zink (AS)

10/6/2022- Still waiting on final invoice from John Zink. CKS

7/21/2022 - The replacement pump had issues and was replaced under warranty. The warranty covered the pump only and not the field work to replace. Pump replaced on 7/18. All work completed and waiting for final invoices to close.


6/2/2022 - issues with replacement pump and manufacture sent a replacement pump. Additional $5,500 to replace the pump a second time.


4/26/2022 - Pump picked up on April 12th.  Still waiting on final invoice.


3/22/2022 - Pump replaced and aligned on March 21st. Will close after invoices are paid.


3/18/2022 - The replacement pump is onsite and contractor is schedule to install March 21.",2/3/2023,,"Schultz, Amy",,West,Pipelines and Terminals,Operating Infrastructure,,Wayne Terminals,BETWS - BET WOODDHAVEN TERMINAL,,2520,,,,59971,,"Karl, Marissa","Gardner, Travis W.",,,1,43177,,"Meitzler, Antoinette",Independent,Aqua,3/15/2022,Other Programs
Ferrysburg  Actuator Replacement,Item,Open,MCAP,BETFG00M2303,Maintenance Framework,2093319,"Smith, Kyle",West,3. Active,Drawdown,West,,,,0,,0,Green,,11254,11254,-11254,,,11254,,,11254,Full,11254,,11253,11253,No,Green,4/1/2025,3/1/2023,3/1/2023,4/30/2023,6/30/2023,,,,,,,,,,,,,,,,,,,,,,2/15/23 Submitted AFE,2/15/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Operating Infrastructure,,Michiana,BETFG - BET FERRYSBURG TERMINAL,,0,,,,,,"Gardner, Travis","Gardner, Travis W.",,,1,46587,,"Smith, C. Kyle",Independent,Aqua,2/13/2023,
Water Hammer Project - BETAD Taylor East,Item,Open,MEXP,BETAD00E2301,Maintenance Framework,2085539,"Parker, Brian",West,3. Active,Drawdown,West,,3601,,3601,3601,0,Green,,4000,4000,-399,,,4000,,,4000,Full,4000,,3601,3601,No,Green,5/1/2023,2/22/2023,2/22/2023,5/31/2023,5/31/2023,,,,,,,,,,,,,3600,,,,,,,1,,2/28/23 - issued PO to Diamond Z on Feb 24th.,2/28/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Station/Terminal,,Wayne Terminals,BETAD - BET TAYLOR EAST TERMINAL,,0,3600,,1,,,"Gardner, Travis","Gardner, Travis W.",N/A,,1,46626,,"Parker, Brian",JDE Child,Burnt Orange,2/22/2023,
Water Hammer Project - BETON Canton Terminal,Item,Open,MEXP,BETON00E2301,Maintenance Framework,2085543,"Parker, Brian",West,3. Active,Drawdown,West,,3501,,3501,3501,0,Green,,4000,4000,-499,,,4000,,,4000,Full,4000,,3501,3501,No,Green,5/1/2023,2/22/2023,2/22/2023,5/31/2023,5/31/2023,,,,,,,,,,,,,3500,,,,,,,1,,2/28/23 - issued PO to Diamond Z on Feb 24th.,2/28/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Station/Terminal,,North East Ohio,BETON - BET CANTON,,0,3500,,1,,,"Gardner, Travis","Gardner, Travis W.",N/A,,1,46629,,"Parker, Brian",JDE Child,Burnt Orange,2/22/2023,
Water Hammer Project - BETWD Detroit Terminal,Item,Open,MEXP,BETWD00E2301,Maintenance Framework,2085541,"Parker, Brian",West,3. Active,Drawdown,West,,3601,,3601,3601,0,Green,,,,3601,,,4000,,,4000,Full,4000,,3601,3601,No,Green,5/1/2023,2/22/2023,2/22/2023,5/31/2023,5/31/2023,,,,,,,,,,,,,3600,,,,,,,1,,2/28/23 - issued PO to Diamond Z on Feb 24th.,2/28/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Station/Terminal,,Wayne Terminals,BETWD - DETROIT BET TERMINAL,,0,3600,,1,,,"Gardner, Travis","Gardner, Travis W.",N/A,,1,46628,,"Parker, Brian",JDE Child,Burnt Orange,2/22/2023,
Water Hammer Project - BETWF Flint Terminal,Item,Open,MEXP,BETWF00E2302,Maintenance Framework,2085540,"Parker, Brian",West,3. Active,Drawdown,West,,3601,,3601,3601,0,Green,,,,3601,,,4000,,,4000,Full,4000,,3601,3601,No,Green,5/1/2023,2/22/2023,2/22/2023,5/31/2023,5/31/2023,,,,,,,,,,,,,3600,,,,,,,1,,2/28/23 - issued PO to Diamond Z on Feb 24th.,2/28/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Station/Terminal,,Wayne Terminals,BETWF - BET FLINT TERMINAL,,0,3600,,1,,,"Gardner, Travis","Gardner, Travis W.",N/A,,1,46627,,"Parker, Brian",JDE Child,Burnt Orange,2/22/2023,
2023 Drawdown West Region MCAP,Item,Open,MCAP,,Maintenance Framework,,"Gardner, Travis",,1. Proposed,,West,,851282,,851282,851282,0,Green,1000000,-83802,916198,-64916,,,,,,,,,,851282,851282,No,Green,6/1/2023,,,,11/30/2023,,,,,,,,,,,,,,240782,35000,60000,309300,,206200,,,"MCAP 3/9/2023 – Reduced overall reduction of $61.3K.  February add drawdown East Chicago East Truck Rack VAVAC Pressure Transmitter Relocate (35K), East Chicago East Butane Suction Valve Replacement (60K), Kankakee Sample Building Replacement 2020 (25K).  Drawdown Reduction for February - Dearborn Terminal Legacy System Electrical Infrastructure Upgrade (120K), Bradley Road Station Camera and Card Reader Replacement ($14K), Ferrysburg Actuator Replacement ($11.3K), Toledo Station 8""600 GROVE BALL VALVE Replacement ($18K), Toledo Station #2 Butane Booster Pump Motor Replacement (18K)


MCAP 02/09/2023 – Drawdown Reduction for January - Sugar Creek & Ottumwa 101 Tapping Machine Purchase (16K), Des Moines Terminal HVAC Replacement (16.4K), Canton Fiber VRU comms (31K), Burlington Junction Hazardous Gas Detector Replacement (10.68K), Ferrysburg Pump and Actuator Replacment (28K), Granville Terminal Red Dye System upgrade (15.79K)",3/7/2023,,,,Corporate  - Pipes and Terminals,Pipelines and Terminals,Operating Infrastructure,Operating Infrastructure,Corporate,Corporate,,0,240782,404300,206200,,,"Gardner, Travis",,,,1,45214,,"Administrator, System",Independent,Aqua,8/23/2022,Other Programs
2023 Drawdown West Region MEXP,Item,Open,MEXP,1348685E2300,Maintenance Framework,,"Gardner, Travis",West,3. Active,Drawdown,West,,421500,,421500,421500,0,Green,500000,-11000,489000,-67500,,,500000,,,500000,Full,500000,,421500,421500,No,Green,4/1/2023,1/9/2023,1/9/2023,12/31/2023,11/30/2023,,,,,,,,,,,,21500,100000,100000,100000,,100000,,,,,"MEXP 03/09/2023 - Drawdown reduced $63K for the following projects: Detroit Station Unit 5 Multilin 469 Trouble Shooting ($20.1K), Water Hammer Project - BETWF Flint Terminal ($3.6K), Water Hammer Project - BETWD Detroit Terminal ($3.6K), Water Hammer Project - BETON Canton Terminal ($3.6K), Water Hammer Project - BETAD Taylor East($3.6K), Council Bluffs Terminal Tank 6 Gauging Wire Repairs ($11K), Bay City Terminal Prover Actuator Gear Box Repairs (18K)

MEXP 2/09/2023 - Drawdown reduced by $15K for 1 emergent project (Des Moines terminal Sewer Line Repair) in January.",3/7/2023,,"Griest, Barbara",,West,Pipelines and Terminals,Station/Terminal,Station/Terminal,West District Work Team,Corporate,,0,221500,200000,,,,"Gardner, Travis","Clark, David",,,1,45215,,"Administrator, System",JDE Parent,Yellow,8/23/2022,Other Programs
Argo Regrade Parking Area,Item,Open,MCAP,BETAG00M2303,Exempt,,"Cullison, Daniel",West,2. Pending AFE,Defined,West,,84000,,84000,84000,0,Green,84000,,84000,0,,,81796,,,,Full,81796,,84000,84000,No,Green,7/1/2023,,,8/31/2023,8/31/2023,,,,,,,,,,,,,,,42000,42000,,,,,,"2/27/23:
Quotes have been received from two contractors.  AFE needs to be finalized and submitted.",2/27/2023,,"Griest, Barbara",,West,Pipelines and Terminals,Operating Infrastructure,,Argo,BETAG - BET ARGO TERMINAL,,0,,84000,,,,"Gardner, Travis","Gardner, Dale",N/A,,1,24858,,"Guest, ProSight",Independent,Aqua,8/7/2017,Other Programs
Bay City Terminal Prover Actuator Gear Box Repairs,Item,Open,MEXP,WB00000E2301,Exempt,2083364,"Gardner, Travis",West,6. Operational,Drawdown,West,0,1,,1,1,0,Green,,,,1,,,18000,,,18000,Full,18000,,1,1,No,Green,12/1/2023,2/14/2023,2/14/2023,3/31/2023,3/31/2023,,,,,,,,,0,Other,,,,,,,,,,1,,3/3/2023 - emergent AFE forecast was locked when projewct was setup in OPPM.,3/3/2023,,"Griest, Barbara",,West,Pipelines and Terminals,Station/Terminal,,Wayne Pipeline,WB - BAY CITY TERMINAL,,0,,,1,,,"Gardner, Travis","Gardner, Travis W.",N/A,,1,46590,,"Gardner, Travis",Independent,Aqua,2/14/2023,Other Programs
BETAD Dike Access Platforms,Item,Candidate,MEXP,,Exempt,,"Roman, James",West,2. Pending AFE,,West,,28000,,28000,28000,0,Green,28000,,28000,0,,,,,,,,,,56000,56000,No,Green,5/1/2023,,,,4/30/2023,,,,,,,,,,,,0,28000,0,,,,,,,,,,,,,West,Pipelines and Terminals,Station/Terminal,,Wayne Terminals,BETAD - BET TAYLOR EAST TERMINAL,,0,28000,,,,,"Gardner, Travis",,,,1,44208,,"Guest, ProSight",Independent,Aqua,7/22/2022,Other Programs
BETCX EROSION AT FENCE LINE,Item,Candidate,MCAP,,Exempt,,"Smith, Kyle",West,2. Pending AFE,,West,,40000,,40000,40000,0,Green,40000,,40000,0,,,,,,,,,,40000,40000,No,Green,7/1/2023,,,,8/31/2023,,,,,,,,,,,,,,,20000,20000,,,,,,3/3/23- Will meet contractos on site 3/7/23,3/3/2023,,,,West,Pipelines and Terminals,Operating Infrastructure,,Southern Ohio,BETCX - BET CINCINNATI TERMINAL,,0,,40000,,,,"Gardner, Travis",,,,1,37686,,"Guest, ProSight",Independent,Aqua,8/12/2020,Other Programs
BETHT Bay 1 Concrete STFs Refurbishment,Item,Open,MCAP,BETHT00M2202,Maintenance Framework,2023929,"Scannell, Adam",West,6. Operational,Defined,West,202,,,202.11,202,0,Green,,,,202,,,78000,,,78000,Full,78000,36930,,36930,No,Green,11/1/2022,9/29/2022,9/29/2022,11/30/2022,10/31/2022,,,152.11,50,,,50,Red,0,,,,,,,,,,,,,"12/05/22 - Contractor is finishing up this week.
11/02/22 - Contractor changed, and is on site working. Scope was reduced. Variance for October forecast is not used. updated scope and contractor change reduced cost significantly
10/04/22 - AFE approved. Scope review in progress and work ready to start after approval.
07/22/22 - Waiting on bid. AFE to be submitted beginning of August.",12/7/2022,,"Hill, Elizabeth",,West,Pipelines and Terminals,Operating Infrastructure,,Central-Illinois,BETHT - BET HARRISTOWN TERMINAL,,202,,,,36728,,"Gardner, Travis","Hoekstra, Matt",,,1,41632,,"Guest, ProSight",Independent,Aqua,8/19/2021,Other Programs
BETLI Creek Walking Bridges,Item,Open,MCAP,BETLI00M2205,Maintenance Framework,2023046,"Roknich, Hunter",West,6. Operational,Defined,West,551,,,550.85,551,0,Green,,,,551,,,33000,,,33000,Full,33000,30076,,30076,No,Green,11/1/2022,9/19/2022,9/19/2022,12/31/2022,12/31/2022,,,550.85,0,,,0,Green,0,,,,,,,,,,,,,"1/4/2023 - Work complete


12/2/2022 - Work scheduled for 12/19. Purchase order has been issued. Fabrication in process.


10/3/2022 - Work scheduled for early November


8/2/2022 - Quote received. Scope in review process. AFE to be submitted after review. Estimated work completion late September/Early october.",1/4/2023,,"Griest, Barbara",,West,Pipelines and Terminals,Operating Infrastructure,,Lima Terminals,BETLI - BET LIMA SOUTH TERMINAL,,551,,,,29525,,"Gardner, Travis","Gardner, Travis W.",,,1,41208,,"Guest, ProSight",Independent,Aqua,8/9/2021,Other Programs
BETML Roof Repairs MCC Building,Item,Candidate,MCAP,,Exempt,,"Roknich, Hunter",West,2. Pending AFE,,West,,28000,,28000,28000,0,Green,28000,,28000,0,,,,,,,,,,56000,56000,No,Green,8/1/2023,,,,3/31/2023,,,,,,,,,,,,,,,,28000,,,,,,,,,,,West,Pipelines and Terminals,Operating Infrastructure,,Wayne Terminals,BETML - BET MARSHALL TERMINAL,,0,,28000,,,,"Gardner, Travis",,,,1,44207,,"Guest, ProSight",Independent,Aqua,7/22/2022,Other Programs
BETND Indianola Bridge Study,Item,Candidate,MCAP,,Exempt,,"Roman, James",West,2. Pending AFE,,West,,50000,,50000,50000,0,Green,50000,,50000,0,,,,,,,,,,50000,50000,No,Green,5/1/2023,,,,5/31/2023,,,,,,,,,,,,,10000,40000,,,,,,,,,,,,,West,Pipelines and Terminals,Operating Infrastructure,,Coraopolis,ND - INDIANOLA TERMINAL,,0,50000,,,,,"Gardner, Travis",,,,1,44244,,"Guest, ProSight",Independent,Aqua,7/26/2022,Other Programs
Bettendorf - Tank 9 Platform Pier Replacements,Item,Candidate,MCAP,,Exempt,,"Scott, Cory",West,2. Pending AFE,,West,,26000,,26000,26000,0,Green,26000,,26000,0,,,,,,,,,,26000,26000,No,Green,5/1/2023,,,,5/31/2023,,,,,,,,,,,,,26000,,,,,,,,,1/23/2023 - Scope approval sent over to senior leadership.,1/23/2023,,,,West,Pipelines and Terminals,Operating Infrastructure,,Eastern Iowa,BETDF - BET BETTENDORF,,0,26000,,,,,"Gardner, Travis",,,,1,44001,,"Guest, ProSight",Independent,Aqua,6/17/2022,Other Programs
Bettendorf - Yard Water Hydrant and Frost Free Outdoor Spigot Repairs,Item,Open,MEXP,BETDF00E2204,Maintenance Framework,2036089,"Scott, Cory",West,7. Closed,Drawdown,West,-13,,,-12.56,-13,0,Green,,,,-13,,,23000,,,23000,Full,23000,20053,,20053,No,Green,10/1/2022,9/13/2022,9/13/2022,11/18/2022,10/15/2022,,,265.36,-277.92,,,-278,Red,0,,,,,,,,,,,,,"2/2/2023 - Final waste management invoice for removal approved for $2,700.00. Project totals out at $20,052.96


1/10/2023 - Waste management invoice approved for $4,400.00. 


12/7/2022 - Ryan and Associates billed for full PO amount. Dumpster being removed on 12/7/2022. Awaiting final waste management invoice. Project will closeout once that arrives. 


11/29/2022 - Ryan plans on billing full amount in the next few days. They were going to install bollards when they set the kiosk on 12/9/2022.


11/2/2022 - Dumpster sample sent off. Awaiting billing from Ryan and Associates and Waste Management. 


10/26/2022 - Foundation and Bollards installed making this now operational. 

10/20/2022 - Hydrant replaced. Planned backfill and concrete repair on 10/28/2022.


10/19/2022 - Line tied to water main. The city plans to shut it off on 10/31/2022. 

10/18/2022 - Project Started. Planned completion on 10/19/2022. 

10/6/2022 - Dumpster with corn cob ordered. To be delivered on 10/17/2022. 

10/4/2022 - PO to be cut to Ryan and Associates. 

9/30/2022 - Forecasted 23K put into october.

9/28/2022 - Stakeholder meeting held.",2/21/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Station/Terminal,,Eastern Iowa,BETDF - BET BETTENDORF,,-13,,,,20066,,"Gardner, Travis","Gardner, Travis W.",N/A,,1,45832,,"Gardner, Travis",JDE Child,Burnt Orange,9/13/2022,Other Programs
Bettendorf Driver Kiosk Installation 2022,Item,Open,MCAP,BETDF00M2202,Maintenance Framework,2003451,"Scott, Cory",West,7. Closed,Defined,West,679,,,679.1,679,0,Green,,,,679,,,23000,12000,,35000,Full,35000,32568,,32568,No,Green,8/1/2022,7/20/2022,7/20/2022,9/22/2022,12/31/2022,,,679.1,,,,,,0,,,,,,,,,,,,,"1/9/2023 - Awaiting 1/10/2023 for final processing for project closeout. 


12/14/2022 - Final invoice for project posted in JD. The final cost for project is $31787.00 


12/13/2022 - Jay Henges sent the invoice for the Kiosk for $16,601. Awaiting the final delivery invoice from arrive logistics and project will be ready for closeout. 


12/7/2022 - Kiosk vendor took longer than anticpated to complete Kiosk. Kiosk arrived at terminal on 12/7/2022. Kiosk setting taking place 12/9/2022.

11/29/2022 - Kiosks set to arrive first week of december. Planned installation is 12/9/2022.


11/2/2022 - TAS Technical billed for engineering for $2850.00. 

10/18/2022 - Foundation installed. Kiosk will be installed middle of November. 

9/28/2022 - Stakeholder meeting. Foundation to be poured on 10/17/2022. 

9/2/2022 - Full AFE submitted for 35K. 

8/19/2022 - Kiosks are slated to arrive between 11/11/2022 - 11/18/2022. Construction of foundation and bollards will take place in October. 

8/16/2022 - Adjusted forecast to reflect engineering, kiosk procurement, installation. 

7/27/2022 - PO's cut for the TAS Engineering for 3K and the Kiosk for 19K to Porta King.  

7/22/2022 - Forecasted the installation cost into 2023. Total: $37000.00. This cost includes waste management for excavation waste and the contractor installation.  


7/21/2022 - Engineering will be billed in August. The kiosk should be ready in October. 

7/14/2022 - Submitted Phase 1 AFE for the Kiosk order and Engineering Plan/Layout for 23K. 

6/28/2022 - Awaiting Travis response on how to proceed since a large amount of addition scope had to be added for the retaining wall/found installation in the dike. 


6/21/2022 - Phase AFE put in for civil drawing and kiosk order. 

6/1/2022 - Working on scope for leadership review. Start working with Diamond Z to build prints for civil foundation and retaining wall inside dike. 

5/18/2022 - Meeting with Ryan and Associates atTerminal to get estimate. 

2/25/2022 - Working with Diamond Z to obtain drawings for Civil Scope of Work. 

2/16/2022 - Started preparing scope of work for project. 

2/8/2022 - Reached out to Porta King vendor to obtain proposal for kiosk manufacturing.",1/9/2023,"2/14/2022 - Obtain proposal from Porta King for manufactured kiosk for a total of $11,252.38","Hill, Elizabeth",,West,Pipelines and Terminals,Operating Infrastructure,,Eastern Iowa,BETDF - BET BETTENDORF,,679,,,,31889,,"Gardner, Travis","Smith, Todd W.",N/A,,1,21279,,"Guest, ProSight",Independent,Aqua,9/9/2016,Other Programs
Bettendorf Partial Fencing Replacement,Item,Open,MCAP,BETDF00M2301,Exempt,2094275,"Scott, Cory",West,3. Active,Defined,West,,18460,,18460,18460,0,Green,18460,,18460,0,,,21717,,,21717,Full,21717,,18460,18460,No,Green,4/1/2023,3/8/2023,3/8/2023,4/14/2023,3/31/2023,,,,,,,,,,,,18460,,,,,,,,,,"3/1/2023 - AFE submitted to remedy force 

1/26/2023 - Vendor sent back updated quote for $18,641.00

1/25/2023 - Obtaining updated quote from vendor. Once I get pricing I will submit AFE.",3/1/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Operating Infrastructure,,Eastern Iowa,BETDF - BET BETTENDORF,,0,18460,,,,,"Gardner, Travis","Smith, Todd W.",,,1,41209,,"Guest, ProSight",Independent,Aqua,8/9/2021,Other Programs
Bettendorf Tank #3 - Catwalk Pier Replacements,Item,Candidate,MCAP,,Exempt,,"Scott, Cory",West,2. Pending AFE,,West,,26000,,26000,26000,0,Green,26000,,26000,0,,,,,,,,,,26000,26000,No,Green,5/1/2023,,,,5/31/2023,,,,,,,,,,,,,26000,,,,,,,,,1/23/2023 - Civil scope sent to senior leadership for review.,1/23/2023,,,,West,Pipelines and Terminals,Operating Infrastructure,,Eastern Iowa,BETDF - BET BETTENDORF,,0,26000,,,,,"Gardner, Travis",,,,1,44002,,"Guest, ProSight",Independent,Aqua,6/17/2022,Other Programs
BETWD Tank Dike Access Upgrade,Item,Open,MCAP,BETWD00M2203,Maintenance Framework,2044982,"Arch, Stefan",West,6. Operational,Defined,West,10550,,,10550.16,10550,0,Green,,,,10550,,,166000,,,166000,Full,166000,124206,,124206,No,Green,12/1/2022,11/15/2022,11/15/2022,12/31/2022,12/30/2022,,,10163.93,386.23,,,386,Red,0,,,,,,,,,,,,,"3/1/2023 - All invoices have been completed and PO's are closed. WO can be closed. 


2/1/2023 - Project completed first week of January. No additional forecasting required. All PO's have been closed.  

1/3/2022 - Project is 95% complete. Worked throughout December to complete majority in December. Small forecast in January to complete remaining items. The electrical work was completed in December. 

12/1/2022 - AFE submitted and approved. PO sent to Holly for work. Planning to begin work next week or following week. Anticipating work will be completed this year. Forecast updated to reflect bulk of work in December. 


11/1/2022 - Waiting on one quote, if not received by the end of the week, will submit AFE. No work completed in November. Forecasting pushed out to December. 


10/3/2022 - Walked down project on 9/20 with Operations. Developed scope and sent to Leadership team and local Ops. Sent scope to Holly and CCC to quote. Waiting for quotes to come back. Planning to complete in 2022, but put money in 2023 if contractors are not available. 


8/25/22 - Working with operations to get 2 more contractors and conduct bid walk.


8/2/2022 - Quote received from Holly construction. Will need to get 2 more quotes to meet supply chain requirements. Estimated construction mid/late October


6/2/2022 - this project is still required .  The title didn't match the project scope of work.  4/28/22 - OM stated this work is no longer required.",3/1/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Operating Infrastructure,,Wayne Terminals,BETWD - DETROIT BET TERMINAL,,10550,,,,113656,,"Gardner, Travis","Gardner, Travis W.",N/A,,1,31533,,"Guest, ProSight",Independent,Aqua,8/29/2018,Other Programs
